,V1
9975,TC17001392.hg.1  
9976,TC17001393.hg.1  
9977,TC17001396.hg.1  
9978,TC17001398.hg.1  
9979,TC17001400.hg.1  
9980,TC17001406.hg.1  
9981,TC17001408.hg.1  
9982,TC17001409.hg.1  
9983,TC17001413.hg.1  
9984,TC17001414.hg.1  
9985,TC17001415.hg.1  
9986,TC17001422.hg.1  
9987,TC17001425.hg.1  
9988,TC17001430.hg.1  
9989,TC17001433.hg.1  
9990,TC17001434.hg.1  
9991,TC17001435.hg.1  
9992,TC17001437.hg.1  
9993,TC17001440.hg.1  
9994,TC17001443.hg.1  
9995,TC17001444.hg.1  
9996,TC17001445.hg.1  
9997,TC17001446.hg.1  
9998,TC17001448.hg.1  
9999,TC17001459.hg.1  
10000,TC17001462.hg.1  
10001,TC17001463.hg.1  
10002,TC17001465.hg.1  
10003,TC17001472.hg.1  
10004,TC17001478.hg.1  
10005,TC17001488.hg.1  
10006,TC17001490.hg.1  
10007,TC17001496.hg.1  
10008,TC17001502.hg.1  
10009,TC17001509.hg.1  
10010,TC17001514.hg.1  
10011,TC17001517.hg.1  
10012,TC17001519.hg.1  
10013,TC17001520.hg.1  
10014,TC17001524.hg.1  
10015,TC17001525.hg.1  
10016,TC17001531.hg.1  
10017,TC17001536.hg.1  
10018,TC17001544.hg.1  
10019,TC17001548.hg.1  
10020,TC17001553.hg.1  
10021,TC17001555.hg.1  
10022,TC17001556.hg.1  
10023,TC17001557.hg.1  
10024,TC17001563.hg.1  
10025,TC17001566.hg.1  
10026,TC17001574.hg.1  
10027,TC17001578.hg.1  
10028,TC17001582.hg.1  
10029,TC17001591.hg.1  
10030,TC17001595.hg.1  
10031,TC17001598.hg.1  
10032,TC17001603.hg.1  
10033,TC17001606.hg.1  
10034,TC17001607.hg.1  
10035,TC17001610.hg.1  
10036,TC17001616.hg.1  
10037,TC17001618.hg.1  
10038,TC17001620.hg.1  
10039,TC17001621.hg.1  
10040,TC17001625.hg.1  
10041,TC17001626.hg.1  
10042,TC17001628.hg.1  
10043,TC17001631.hg.1  
10044,TC17001634.hg.1  
10045,TC17001635.hg.1  
10046,TC17001649.hg.1  
10047,TC17001655.hg.1  
10048,TC17001662.hg.1  
10049,TC17001664.hg.1  
10050,TC17001668.hg.1  
10051,TC17001671.hg.1  
10052,TC17001672.hg.1  
10053,TC17001698.hg.1  
10054,TC17001700.hg.1  
10055,TC17001716.hg.1  
10056,TC17001720.hg.1  
10057,TC17001723.hg.1  
10058,TC17001732.hg.1  
10059,TC17001734.hg.1  
10060,TC17001737.hg.1  
10061,TC17001738.hg.1  
10062,TC17001739.hg.1  
10063,TC17001740.hg.1  
10064,TC17001742.hg.1  
10065,TC17001745.hg.1  
10066,TC17001747.hg.1  
10067,TC17001748.hg.1  
10068,TC17001750.hg.1  
10069,TC17001751.hg.1  
10070,TC17001753.hg.1  
10071,TC17001754.hg.1  
10072,TC17001756.hg.1  
10073,TC17001757.hg.1  
10074,TC17001758.hg.1  
10075,TC17001759.hg.1  
10076,TC17001761.hg.1  
10077,TC17001764.hg.1  
10078,TC17001768.hg.1  
10079,TC17001772.hg.1  
10080,TC17001775.hg.1  
10081,TC17001776.hg.1  
10082,TC17001784.hg.1  
10083,TC17001790.hg.1  
10084,TC17001793.hg.1  
10085,TC17001795.hg.1  
10086,TC17001796.hg.1  
10087,TC17001797.hg.1  
10088,TC17001798.hg.1  
10089,TC17001799.hg.1  
10090,TC17001806.hg.1  
10091,TC17001807.hg.1  
10092,TC17001808.hg.1  
10093,TC17001819.hg.1  
10094,TC17001822.hg.1  
10095,TC17001823.hg.1  
10096,TC17001842.hg.1  
10097,TC17001843.hg.1  
10098,TC17001847.hg.1  
10099,TC17001850.hg.1  
10100,TC17001852.hg.1  
10101,TC17001861.hg.1  
10102,TC17001868.hg.1  
10103,TC17001869.hg.1  
10104,TC17001873.hg.1  
10105,TC17001882.hg.1  
10106,TC17001885.hg.1  
10107,TC17001890.hg.1  
10108,TC17001892.hg.1  
10109,TC17001893.hg.1  
10110,TC17001895.hg.1  
10111,TC17001896.hg.1  
10112,TC17001903.hg.1  
10113,TC17001905.hg.1  
10114,TC17001908.hg.1  
10115,TC17001912.hg.1  
10116,TC17001915.hg.1  
10117,TC17001922.hg.1  
10118,TC17001923.hg.1  
10119,TC17001924.hg.1  
10120,TC17001925.hg.1  
10121,TC17001932.hg.1  
10122,TC17001934.hg.1  
10123,TC17001940.hg.1  
10124,TC17001960.hg.1  
10125,TC17001973.hg.1  
10126,TC17001974.hg.1  
10127,TC17001982.hg.1  
10128,TC17001983.hg.1  
10129,TC17001984.hg.1  
10130,TC17001985.hg.1  
10131,TC17001987.hg.1  
10132,TC17001988.hg.1  
10133,TC17002004.hg.1  
10134,TC17002008.hg.1  
10135,TC17002014.hg.1  
10136,TC17002023.hg.1  
10137,TC17002028.hg.1  
10138,TC17002029.hg.1  
10139,TC17002039.hg.1  
10140,TC17002040.hg.1  
10141,TC17002051.hg.1  
10142,TC17002052.hg.1  
10143,TC17002058.hg.1  
10144,TC17002061.hg.1  
10145,TC17002079.hg.1  
10146,TC17002080.hg.1  
10147,TC17002087.hg.1  
10148,TC17002095.hg.1  
10149,TC17002104.hg.1  
10150,TC17002108.hg.1  
10151,TC17002110.hg.1  
10152,TC17002111.hg.1  
10153,TC17002115.hg.1  
10154,TC17002117.hg.1  
10155,TC17002121.hg.1  
10156,TC17002129.hg.1  
10157,TC17002135.hg.1  
10158,TC17002145.hg.1  
10159,TC17002149.hg.1  
10160,TC17002184.hg.1  
10161,TC17002189.hg.1  
10162,TC17002195.hg.1  
10163,TC17002196.hg.1  
10164,TC17002197.hg.1  
10165,TC17002199.hg.1  
10166,TC17002207.hg.1  
10167,TC17002214.hg.1  
10168,TC17002215.hg.1  
10169,TC17002216.hg.1  
10170,TC17002223.hg.1  
10171,TC17002224.hg.1  
10172,TC17002232.hg.1  
10173,TC17002236.hg.1  
10174,TC17002241.hg.1  
10175,TC17002247.hg.1  
10176,TC17002248.hg.1  
10177,TC17002259.hg.1  
10178,TC17002260.hg.1  
10179,TC17002265.hg.1  
10180,TC17002268.hg.1  
10181,TC17002274.hg.1  
10182,TC17002291.hg.1  
10183,TC17002294.hg.1  
10184,TC17002297.hg.1  
10185,TC17002298.hg.1  
10186,TC17002302.hg.1  
10187,TC17002304.hg.1  
10188,TC17002305.hg.1  
10189,TC17002308.hg.1  
10190,TC17002312.hg.1  
10191,TC17002321.hg.1  
10192,TC17002325.hg.1  
10193,TC17002330.hg.1  
10194,TC17002353.hg.1  
10195,TC17002365.hg.1  
10196,TC17002366.hg.1  
10197,TC17002374.hg.1  
10198,TC17002379.hg.1  
10199,TC17002386.hg.1  
10200,TC17002389.hg.1  
10201,TC17002398.hg.1  
10202,TC17002399.hg.1  
10203,TC17002400.hg.1  
10204,TC17002417.hg.1  
10205,TC17002419.hg.1  
10206,TC17002420.hg.1  
10207,TC17002424.hg.1  
10208,TC17002427.hg.1  
10209,TC17002430.hg.1  
10210,TC17002433.hg.1  
10211,TC17002437.hg.1  
10212,TC17002441.hg.1  
10213,TC17002458.hg.1  
10214,TC17002472.hg.1  
10215,TC17002476.hg.1  
10216,TC17002509.hg.1  
10217,TC17002518.hg.1  
10218,TC17002528.hg.1  
10219,TC17002529.hg.1  
10220,TC17002531.hg.1  
10221,TC17002533.hg.1  
10222,TC17002537.hg.1  
10223,TC17002547.hg.1  
10224,TC17002565.hg.1  
10225,TC17002571.hg.1  
10226,TC17002590.hg.1  
10227,TC17002591.hg.1  
10228,TC17002595.hg.1  
10229,TC17002598.hg.1  
10230,TC17002601.hg.1  
10231,TC17002605.hg.1  
10232,TC17002615.hg.1  
10233,TC17002616.hg.1  
10234,TC17002618.hg.1  
10235,TC17002638.hg.1  
10236,TC17002645.hg.1  
10237,TC17002648.hg.1  
10238,TC17002658.hg.1  
10239,TC17002679.hg.1  
10240,TC17002680.hg.1  
10241,TC17002683.hg.1  
10242,TC17002686.hg.1  
10243,TC17002691.hg.1  
10244,TC17002712.hg.1  
10245,TC17002715.hg.1  
10246,TC17002717.hg.1  
10247,TC17002723.hg.1  
10248,TC17002729.hg.1  
10249,TC17002731.hg.1  
10250,TC17002736.hg.1  
10251,TC17002740.hg.1  
10252,TC17002746.hg.1  
10253,TC17002747.hg.1  
10254,TC17002749.hg.1  
10255,TC17002755.hg.1  
10256,TC17002777.hg.1  
10257,TC17002788.hg.1  
10258,TC17002790.hg.1  
10259,TC17002792.hg.1  
10260,TC17002799.hg.1  
10261,TC17002800.hg.1  
10262,TC17002807.hg.1  
10263,TC17002810.hg.1  
10264,TC17002812.hg.1  
10265,TC17002817.hg.1  
10266,TC17002818.hg.1  
10267,TC17002839.hg.1  
10268,TC17002840.hg.1  
10269,TC17002841.hg.1  
10270,TC17002846.hg.1  
10271,TC17002847.hg.1  
10272,TC17002849.hg.1  
10273,TC17002851.hg.1  
10274,TC17002852.hg.1  
10275,TC17002853.hg.1  
10276,TC17002855.hg.1  
10277,TC17002856.hg.1  
10278,TC17002860.hg.1  
10279,TC17002862.hg.1  
10280,TC17002865.hg.1  
10281,TC17002866.hg.1  
10282,TC17002867.hg.1  
10283,TC17002877.hg.1  
10284,TC17002883.hg.1  
10285,TC17002887.hg.1  
10286,TC17002888.hg.1  
10287,TC17002889.hg.1  
10288,TC17002890.hg.1  
10289,TC17002896.hg.1  
10290,TC17002897.hg.1  
10291,TC17002898.hg.1  
10292,TC17002899.hg.1  
10293,TC17002908.hg.1  
10294,TC17002921.hg.1  
10295,TC18000001.hg.1  
10296,TC18000006.hg.1  
10297,TC18000009.hg.1  
10298,TC18000011.hg.1  
10299,TC18000012.hg.1  
10300,TC18000016.hg.1  
10301,TC18000017.hg.1  
10302,TC18000020.hg.1  
10303,TC18000021.hg.1  
10304,TC18000039.hg.1  
10305,TC18000041.hg.1  
10306,TC18000045.hg.1  
10307,TC18000046.hg.1  
10308,TC18000047.hg.1  
10309,TC18000049.hg.1  
10310,TC18000055.hg.1  
10311,TC18000060.hg.1  
10312,TC18000071.hg.1  
10313,TC18000072.hg.1  
10314,TC18000083.hg.1  
10315,TC18000087.hg.1  
10316,TC18000094.hg.1  
10317,TC18000099.hg.1  
10318,TC18000100.hg.1  
10319,TC18000102.hg.1  
10320,TC18000103.hg.1  
10321,TC18000105.hg.1  
10322,TC18000106.hg.1  
10323,TC18000114.hg.1  
10324,TC18000128.hg.1  
10325,TC18000141.hg.1  
10326,TC18000142.hg.1  
10327,TC18000143.hg.1  
10328,TC18000148.hg.1  
10329,TC18000149.hg.1  
10330,TC18000150.hg.1  
10331,TC18000160.hg.1  
10332,TC18000166.hg.1  
10333,TC18000167.hg.1  
10334,TC18000169.hg.1  
10335,TC18000176.hg.1  
10336,TC18000178.hg.1  
10337,TC18000180.hg.1  
10338,TC18000189.hg.1  
10339,TC18000191.hg.1  
10340,TC18000195.hg.1  
10341,TC18000202.hg.1  
10342,TC18000208.hg.1  
10343,TC18000213.hg.1  
10344,TC18000216.hg.1  
10345,TC18000220.hg.1  
10346,TC18000221.hg.1  
10347,TC18000223.hg.1  
10348,TC18000224.hg.1  
10349,TC18000252.hg.1  
10350,TC18000259.hg.1  
10351,TC18000262.hg.1  
10352,TC18000266.hg.1  
10353,TC18000267.hg.1  
10354,TC18000272.hg.1  
10355,TC18000285.hg.1  
10356,TC18000287.hg.1  
10357,TC18000307.hg.1  
10358,TC18000318.hg.1  
10359,TC18000331.hg.1  
10360,TC18000342.hg.1  
10361,TC18000344.hg.1  
10362,TC18000353.hg.1  
10363,TC18000368.hg.1  
10364,TC18000373.hg.1  
10365,TC18000374.hg.1  
10366,TC18000376.hg.1  
10367,TC18000383.hg.1  
10368,TC18000384.hg.1  
10369,TC18000385.hg.1  
10370,TC18000391.hg.1  
10371,TC18000402.hg.1  
10372,TC18000412.hg.1  
10373,TC18000413.hg.1  
10374,TC18000423.hg.1  
10375,TC18000426.hg.1  
10376,TC18000436.hg.1  
10377,TC18000437.hg.1  
10378,TC18000440.hg.1  
10379,TC18000443.hg.1  
10380,TC18000445.hg.1  
10381,TC18000446.hg.1  
10382,TC18000450.hg.1  
10383,TC18000453.hg.1  
10384,TC18000458.hg.1  
10385,TC18000461.hg.1  
10386,TC18000465.hg.1  
10387,TC18000479.hg.1  
10388,TC18000480.hg.1  
10389,TC18000492.hg.1  
10390,TC18000496.hg.1  
10391,TC18000504.hg.1  
10392,TC18000505.hg.1  
10393,TC18000506.hg.1  
10394,TC18000507.hg.1  
10395,TC18000508.hg.1  
10396,TC18000513.hg.1  
10397,TC18000517.hg.1  
10398,TC18000518.hg.1  
10399,TC18000524.hg.1  
10400,TC18000536.hg.1  
10401,TC18000537.hg.1  
10402,TC18000538.hg.1  
10403,TC18000551.hg.1  
10404,TC18000554.hg.1  
10405,TC18000556.hg.1  
10406,TC18000574.hg.1  
10407,TC18000577.hg.1  
10408,TC18000592.hg.1  
10409,TC18000593.hg.1  
10410,TC18000596.hg.1  
10411,TC18000608.hg.1  
10412,TC18000609.hg.1  
10413,TC18000640.hg.1  
10414,TC18000641.hg.1  
10415,TC18000642.hg.1  
10416,TC18000643.hg.1  
10417,TC18000644.hg.1  
10418,TC18000653.hg.1  
10419,TC18000672.hg.1  
10420,TC18000674.hg.1  
10421,TC18000681.hg.1  
10422,TC18000692.hg.1  
10423,TC18000697.hg.1  
10424,TC18000715.hg.1  
10425,TC18000716.hg.1  
10426,TC18000730.hg.1  
10427,TC18000731.hg.1  
10428,TC18000741.hg.1  
10429,TC18000797.hg.1  
10430,TC18000803.hg.1  
10431,TC18000822.hg.1  
10432,TC18000826.hg.1  
10433,TC18000836.hg.1  
10434,TC18000841.hg.1  
10435,TC18000852.hg.1  
10436,TC18000855.hg.1  
10437,TC18000894.hg.1  
10438,TC18000895.hg.1  
10439,TC18000909.hg.1  
10440,TC18000914.hg.1  
10441,TC18000927.hg.1  
10442,TC18000943.hg.1  
10443,TC18000947.hg.1  
10444,TC18000950.hg.1  
10445,TC18000977.hg.1  
10446,TC18000979.hg.1  
10447,TC18000987.hg.1  
10448,TC18000998.hg.1  
10449,TC18000999.hg.1  
10450,TC18001001.hg.1  
10451,TC18001003.hg.1  
10452,TC19000033.hg.1  
10453,TC19000036.hg.1  
10454,TC19000041.hg.1  
10455,TC19000049.hg.1  
10456,TC19000055.hg.1  
10457,TC19000072.hg.1  
10458,TC19000086.hg.1  
10459,TC19000087.hg.1  
10460,TC19000088.hg.1  
10461,TC19000093.hg.1  
10462,TC19000096.hg.1  
10463,TC19000101.hg.1  
10464,TC19000102.hg.1  
10465,TC19000108.hg.1  
10466,TC19000119.hg.1  
10467,TC19000124.hg.1  
10468,TC19000127.hg.1  
10469,TC19000129.hg.1  
10470,TC19000144.hg.1  
10471,TC19000150.hg.1  
10472,TC19000152.hg.1  
10473,TC19000155.hg.1  
10474,TC19000161.hg.1  
10475,TC19000168.hg.1  
10476,TC19000177.hg.1  
10477,TC19000182.hg.1  
10478,TC19000183.hg.1  
10479,TC19000188.hg.1  
10480,TC19000191.hg.1  
10481,TC19000199.hg.1  
10482,TC19000203.hg.1  
10483,TC19000204.hg.1  
10484,TC19000218.hg.1  
10485,TC19000219.hg.1  
10486,TC19000222.hg.1  
10487,TC19000223.hg.1  
10488,TC19000224.hg.1  
10489,TC19000231.hg.1  
10490,TC19000232.hg.1  
10491,TC19000239.hg.1  
10492,TC19000247.hg.1  
10493,TC19000250.hg.1  
10494,TC19000251.hg.1  
10495,TC19000252.hg.1  
10496,TC19000256.hg.1  
10497,TC19000259.hg.1  
10498,TC19000263.hg.1  
10499,TC19000266.hg.1  
10500,TC19000272.hg.1  
10501,TC19000274.hg.1  
10502,TC19000280.hg.1  
10503,TC19000286.hg.1  
10504,TC19000292.hg.1  
10505,TC19000316.hg.1  
10506,TC19000318.hg.1  
10507,TC19000322.hg.1  
10508,TC19000331.hg.1  
10509,TC19000334.hg.1  
10510,TC19000342.hg.1  
10511,TC19000351.hg.1  
10512,TC19000355.hg.1  
10513,TC19000369.hg.1  
10514,TC19000372.hg.1  
10515,TC19000374.hg.1  
10516,TC19000394.hg.1  
10517,TC19000404.hg.1  
10518,TC19000416.hg.1  
10519,TC19000425.hg.1  
10520,TC19000426.hg.1  
10521,TC19000427.hg.1  
10522,TC19000432.hg.1  
10523,TC19000434.hg.1  
10524,TC19000437.hg.1  
10525,TC19000439.hg.1  
10526,TC19000440.hg.1  
10527,TC19000441.hg.1  
10528,TC19000442.hg.1  
10529,TC19000443.hg.1  
10530,TC19000444.hg.1  
10531,TC19000453.hg.1  
10532,TC19000457.hg.1  
10533,TC19000480.hg.1  
10534,TC19000485.hg.1  
10535,TC19000490.hg.1  
10536,TC19000492.hg.1  
10537,TC19000495.hg.1  
10538,TC19000501.hg.1  
10539,TC19000514.hg.1  
10540,TC19000516.hg.1  
10541,TC19000517.hg.1  
10542,TC19000534.hg.1  
10543,TC19000539.hg.1  
10544,TC19000541.hg.1  
10545,TC19000545.hg.1  
10546,TC19000562.hg.1  
10547,TC19000564.hg.1  
10548,TC19000565.hg.1  
10549,TC19000566.hg.1  
10550,TC19000567.hg.1  
10551,TC19000577.hg.1  
10552,TC19000583.hg.1  
10553,TC19000584.hg.1  
10554,TC19000602.hg.1  
10555,TC19000618.hg.1  
10556,TC19000619.hg.1  
10557,TC19000620.hg.1  
10558,TC19000621.hg.1  
10559,TC19000624.hg.1  
10560,TC19000625.hg.1  
10561,TC19000627.hg.1  
10562,TC19000630.hg.1  
10563,TC19000631.hg.1  
10564,TC19000644.hg.1  
10565,TC19000648.hg.1  
10566,TC19000653.hg.1  
10567,TC19000654.hg.1  
10568,TC19000659.hg.1  
10569,TC19000661.hg.1  
10570,TC19000665.hg.1  
10571,TC19000677.hg.1  
10572,TC19000679.hg.1  
10573,TC19000683.hg.1  
10574,TC19000686.hg.1  
10575,TC19000688.hg.1  
10576,TC19000689.hg.1  
10577,TC19000691.hg.1  
10578,TC19000693.hg.1  
10579,TC19000711.hg.1  
10580,TC19000712.hg.1  
10581,TC19000723.hg.1  
10582,TC19000724.hg.1  
10583,TC19000740.hg.1  
10584,TC19000741.hg.1  
10585,TC19000748.hg.1  
10586,TC19000750.hg.1  
10587,TC19000762.hg.1  
10588,TC19000780.hg.1  
10589,TC19000782.hg.1  
10590,TC19000784.hg.1  
10591,TC19000793.hg.1  
10592,TC19000798.hg.1  
10593,TC19000802.hg.1  
10594,TC19000808.hg.1  
10595,TC19000812.hg.1  
10596,TC19000874.hg.1  
10597,TC19000879.hg.1  
10598,TC19000891.hg.1  
10599,TC19000898.hg.1  
10600,TC19000907.hg.1  
10601,TC19000924.hg.1  
10602,TC19000930.hg.1  
10603,TC19000936.hg.1  
10604,TC19000937.hg.1  
10605,TC19000938.hg.1  
10606,TC19000939.hg.1  
10607,TC19000942.hg.1  
10608,TC19000943.hg.1  
10609,TC19000944.hg.1  
10610,TC19000945.hg.1  
10611,TC19000947.hg.1  
10612,TC19000952.hg.1  
10613,TC19000956.hg.1  
10614,TC19000960.hg.1  
10615,TC19000966.hg.1  
10616,TC19000967.hg.1  
10617,TC19000970.hg.1  
10618,TC19000975.hg.1  
10619,TC19000983.hg.1  
10620,TC19001003.hg.1  
10621,TC19001012.hg.1  
10622,TC19001033.hg.1  
10623,TC19001041.hg.1  
10624,TC19001053.hg.1  
10625,TC19001076.hg.1  
10626,TC19001079.hg.1  
10627,TC19001089.hg.1  
10628,TC19001090.hg.1  
10629,TC19001097.hg.1  
10630,TC19001103.hg.1  
10631,TC19001119.hg.1  
10632,TC19001127.hg.1  
10633,TC19001130.hg.1  
10634,TC19001139.hg.1  
10635,TC19001145.hg.1  
10636,TC19001146.hg.1  
10637,TC19001149.hg.1  
10638,TC19001150.hg.1  
10639,TC19001151.hg.1  
10640,TC19001152.hg.1  
10641,TC19001169.hg.1  
10642,TC19001180.hg.1  
10643,TC19001181.hg.1  
10644,TC19001197.hg.1  
10645,TC19001202.hg.1  
10646,TC19001210.hg.1  
10647,TC19001212.hg.1  
10648,TC19001219.hg.1  
10649,TC19001230.hg.1  
10650,TC19001231.hg.1  
10651,TC19001233.hg.1  
10652,TC19001234.hg.1  
10653,TC19001253.hg.1  
10654,TC19001254.hg.1  
10655,TC19001262.hg.1  
10656,TC19001265.hg.1  
10657,TC19001268.hg.1  
10658,TC19001275.hg.1  
10659,TC19001282.hg.1  
10660,TC19001289.hg.1  
10661,TC19001290.hg.1  
10662,TC19001294.hg.1  
10663,TC19001298.hg.1  
10664,TC19001301.hg.1  
10665,TC19001308.hg.1  
10666,TC19001315.hg.1  
10667,TC19001317.hg.1  
10668,TC19001318.hg.1  
10669,TC19001365.hg.1  
10670,TC19001378.hg.1  
10671,TC19001379.hg.1  
10672,TC19001387.hg.1  
10673,TC19001398.hg.1  
10674,TC19001405.hg.1  
10675,TC19001406.hg.1  
10676,TC19001407.hg.1  
10677,TC19001410.hg.1  
10678,TC19001415.hg.1  
10679,TC19001420.hg.1  
10680,TC19001428.hg.1  
10681,TC19001438.hg.1  
10682,TC19001443.hg.1  
10683,TC19001447.hg.1  
10684,TC19001457.hg.1  
10685,TC19001464.hg.1  
10686,TC19001471.hg.1  
10687,TC19001473.hg.1  
10688,TC19001474.hg.1  
10689,TC19001475.hg.1  
10690,TC19001485.hg.1  
10691,TC19001509.hg.1  
10692,TC19001511.hg.1  
10693,TC19001515.hg.1  
10694,TC19001526.hg.1  
10695,TC19001532.hg.1  
10696,TC19001536.hg.1  
10697,TC19001553.hg.1  
10698,TC19001561.hg.1  
10699,TC19001562.hg.1  
10700,TC19001563.hg.1  
10701,TC19001566.hg.1  
10702,TC19001571.hg.1  
10703,TC19001576.hg.1  
10704,TC19001579.hg.1  
10705,TC19001580.hg.1  
10706,TC19001581.hg.1  
10707,TC19001582.hg.1  
10708,TC19001583.hg.1  
10709,TC19001584.hg.1  
10710,TC19001589.hg.1  
10711,TC19001591.hg.1  
10712,TC19001594.hg.1  
10713,TC19001600.hg.1  
10714,TC19001606.hg.1  
10715,TC19001623.hg.1  
10716,TC19001630.hg.1  
10717,TC19001646.hg.1  
10718,TC19001653.hg.1  
10719,TC19001654.hg.1  
10720,TC19001659.hg.1  
10721,TC19001663.hg.1  
10722,TC19001674.hg.1  
10723,TC19001676.hg.1  
10724,TC19001677.hg.1  
10725,TC19001679.hg.1  
10726,TC19001681.hg.1  
10727,TC19001694.hg.1  
10728,TC19001697.hg.1  
10729,TC19001703.hg.1  
10730,TC19001710.hg.1  
10731,TC19001711.hg.1  
10732,TC19001712.hg.1  
10733,TC19001713.hg.1  
10734,TC19001719.hg.1  
10735,TC19001721.hg.1  
10736,TC19001725.hg.1  
10737,TC19001726.hg.1  
10738,TC19001728.hg.1  
10739,TC19001731.hg.1  
10740,TC19001732.hg.1  
10741,TC19001733.hg.1  
10742,TC19001734.hg.1  
10743,TC19001735.hg.1  
10744,TC19001736.hg.1  
10745,TC19001737.hg.1  
10746,TC19001738.hg.1  
10747,TC19001739.hg.1  
10748,TC19001740.hg.1  
10749,TC19001741.hg.1  
10750,TC19001744.hg.1  
10751,TC19001764.hg.1  
10752,TC19001765.hg.1  
10753,TC19001767.hg.1  
10754,TC19001768.hg.1  
10755,TC19001773.hg.1  
10756,TC19001775.hg.1  
10757,TC19001791.hg.1  
10758,TC19001793.hg.1  
10759,TC19001795.hg.1  
10760,TC19001804.hg.1  
10761,TC19001806.hg.1  
10762,TC19001811.hg.1  
10763,TC19001813.hg.1  
10764,TC19001815.hg.1  
10765,TC19001818.hg.1  
10766,TC19001827.hg.1  
10767,TC19001832.hg.1  
10768,TC19001844.hg.1  
10769,TC19001849.hg.1  
10770,TC19001855.hg.1  
10771,TC19001858.hg.1  
10772,TC19001862.hg.1  
10773,TC19001867.hg.1  
10774,TC19001879.hg.1  
10775,TC19001886.hg.1  
10776,TC19001896.hg.1  
10777,TC19001898.hg.1  
10778,TC19001899.hg.1  
10779,TC19001907.hg.1  
10780,TC19001908.hg.1  
10781,TC19001909.hg.1  
10782,TC19001910.hg.1  
10783,TC19001919.hg.1  
10784,TC19001933.hg.1  
10785,TC19001937.hg.1  
10786,TC19001938.hg.1  
10787,TC19001950.hg.1  
10788,TC19001952.hg.1  
10789,TC19001956.hg.1  
10790,TC19001967.hg.1  
10791,TC19001968.hg.1  
10792,TC19001972.hg.1  
10793,TC19001973.hg.1  
10794,TC19001977.hg.1  
10795,TC19001981.hg.1  
10796,TC19001991.hg.1  
10797,TC19001992.hg.1  
10798,TC19001993.hg.1  
10799,TC19001996.hg.1  
10800,TC19001998.hg.1  
10801,TC19002003.hg.1  
10802,TC19002013.hg.1  
10803,TC19002017.hg.1  
10804,TC19002024.hg.1  
10805,TC19002043.hg.1  
10806,TC19002049.hg.1  
10807,TC19002056.hg.1  
10808,TC19002057.hg.1  
10809,TC19002064.hg.1  
10810,TC19002087.hg.1  
10811,TC19002089.hg.1  
10812,TC19002103.hg.1  
10813,TC19002107.hg.1  
10814,TC19002112.hg.1  
10815,TC19002113.hg.1  
10816,TC19002118.hg.1  
10817,TC19002121.hg.1  
10818,TC19002137.hg.1  
10819,TC19002145.hg.1  
10820,TC19002157.hg.1  
10821,TC19002158.hg.1  
10822,TC19002164.hg.1  
10823,TC19002172.hg.1  
10824,TC19002174.hg.1  
10825,TC19002185.hg.1  
10826,TC19002192.hg.1  
10827,TC19002196.hg.1  
10828,TC19002197.hg.1  
10829,TC19002200.hg.1  
10830,TC19002214.hg.1  
10831,TC19002218.hg.1  
10832,TC19002225.hg.1  
10833,TC19002227.hg.1  
10834,TC19002229.hg.1  
10835,TC19002232.hg.1  
10836,TC19002241.hg.1  
10837,TC19002249.hg.1  
10838,TC19002259.hg.1  
10839,TC19002265.hg.1  
10840,TC19002270.hg.1  
10841,TC19002276.hg.1  
10842,TC19002292.hg.1  
10843,TC19002293.hg.1  
10844,TC19002299.hg.1  
10845,TC19002300.hg.1  
10846,TC19002308.hg.1  
10847,TC19002314.hg.1  
10848,TC19002318.hg.1  
10849,TC19002328.hg.1  
10850,TC19002332.hg.1  
10851,TC19002340.hg.1  
10852,TC19002351.hg.1  
10853,TC19002380.hg.1  
10854,TC19002397.hg.1  
10855,TC19002404.hg.1  
10856,TC19002410.hg.1  
10857,TC19002416.hg.1  
10858,TC19002432.hg.1  
10859,TC19002436.hg.1  
10860,TC19002440.hg.1  
10861,TC19002446.hg.1  
10862,TC19002447.hg.1  
10863,TC19002448.hg.1  
10864,TC19002449.hg.1  
10865,TC19002450.hg.1  
10866,TC19002452.hg.1  
10867,TC19002466.hg.1  
10868,TC19002478.hg.1  
10869,TC19002485.hg.1  
10870,TC19002491.hg.1  
10871,TC19002493.hg.1  
10872,TC19002494.hg.1  
10873,TC19002495.hg.1  
10874,TC19002496.hg.1  
10875,TC19002497.hg.1  
10876,TC19002523.hg.1  
10877,TC19002526.hg.1  
10878,TC19002533.hg.1  
10879,TC19002534.hg.1  
10880,TC19002539.hg.1  
